Wban Number, YearMonthDay, Time, Station Type, Maintenance Indicator, Sky Conditions, Visibility, Weather Type, Dry Bulb Temp, Dew Point Temp, Wet Bulb Temp, % Relative Humidity, Wind Speed (kt), Wind Direction, Wind Char. Gusts (kt), Val for Wind Char., Station Pressure, Pressure Tendency, Sea Level Pressure, Record Type, Precip. Total
03012,20070416,0055,AO1 ,-,CLR                                          ,10SM   ,-,45,18,36,34  , 8   ,140,-,0  ,30.01,-,-,AA,-
03012,20070416,0155,AO1 ,-,CLR                                          ,10SM   ,-,43,18,34,37  , 7   ,130,-,0  ,29.99,-,-,AA,-
03012,20070416,0255,AO1 ,-,CLR                                          ,10SM   ,-,36,18,30,48  , 0   ,000,-,0  ,30.00,-,-,AA,-
03012,20070416,0355,AO1 ,-,CLR                                          ,10SM   ,-,34,21,28,59  , 7   ,070,-,0  ,30.01,-,-,AA,-
03012,20070416,0455,AO1 ,-,CLR                                          ,10SM   ,-,32,19,28,59  , 9   ,100,-,0  ,30.01,2,-,AA,-
03012,20070416,0555,AO1 ,-,CLR                                          ,10SM   ,-,28,19,25,69  , 4   ,340,-,0  ,30.01,-,-,AA,-
03012,20070416,0655,AO1 ,-,CLR                                          ,10SM   ,-,39,23,34,53  , 5   ,340,-,0  ,30.01,-,-,AA,-
03012,20070416,0755,AO1 ,-,CLR                                          ,10SM   ,-,46,25,37,44  , 7   ,340,-,0  ,30.01,-,-,AA,-
03012,20070416,0855,AO1 ,-,CLR                                          ,10SM   ,-,54,23,41,30  , 0   ,000,-,0  ,30.01,-,-,AA,-
03012,20070416,0955,AO1 ,-,CLR                                          ,10SM   ,-,61,23,45,23  , 8   ,260,-,0  ,30.01,-,-,AA,-
03012,20070416,1055,AO1 ,-,CLR                                          ,10SM   ,-,63,18,45,17  , 15  ,230,G,21 ,29.98,7,-,AA,-
03012,20070416,1155,AO1 ,-,FEW100                                       ,10SM   ,-,61,16,43,17  , 15  ,210,-,0  ,29.95,-,-,AA,-
03012,20070416,1255,AO1 ,-,FEW100                                       ,10SM   ,-,57,18,43,22  , 7   ,260,G,20 ,29.95,-,-,AA,-
03012,20070416,1355,AO1 ,-,CLR                                          ,10SM   ,-,59,21,43,23  , 0   ,000,-,0  ,29.93,-,-,AA,-
03012,20070416,1455,AO1 ,-,SCT070 BKN090                                ,10SM   ,-,57,21,43,25  , 4   ,330,-,0  ,29.93,-,-,AA,-
03012,20070416,1555,AO1 ,-,FEW032 SCT045 BKN085                         ,10SM   ,-,54,21,41,28  , 17  ,120,G,23 ,29.95,-,-,AA,-
03012,20070416,1655,AO1 ,-,FEW110                                       ,10SM   ,-,54,27,43,35  , 11  ,140,-,0  ,29.98,2,-,AA,-
03012,20070416,1755,AO1 ,-,FEW034 SCT046 OVC060                         ,10SM   ,-,50,25,39,38  , 19  ,230,G,25 ,30.03,-,-,AA,-
03012,20070416,1855,AO1 ,-,CLR                                          ,10SM   ,-,41,30,37,65  , 7   ,050,-,0  ,30.00,-,-,AA,-
03012,20070416,1955,AO1 ,-,BKN075 OVC085                                ,10SM   ,-,43,32,37,65  , 5   ,070,-,0  ,30.02,-,-,AA,-
03012,20070416,2055,AO1 ,-,FEW016 SCT023 BKN031                         ,7SM    ,-,43,32,37,65  , 10  ,170,G,17 ,30.08,-,-,AA,-
03012,20070416,2155,AO1 ,-,FEW085 SCT110                                ,10SM   ,-,37,36,37,96  , 5   ,090,-,0  ,30.06,-,-,AA,-
03012,20070416,2255,AO1 ,-,CLR                                          ,10SM   ,-,39,36,37,89  , 9   ,060,-,0  ,30.04,2,-,AA,-
03012,20070416,2355,AO1 ,-,CLR                                          ,10SM   ,-,36,32,34,85  , 0   ,000,-,0  ,30.02,-,-,AA,-
03012,20070417,0055,AO1 ,-,CLR                                          ,10SM   ,-,30,28,28,92  , 7   ,340,-,0  ,30.02,-,-,AA,-
03012,20070417,0155,AO1 ,-,CLR                                          ,10SM   ,-,32,30,30,92  , 4   ,360,-,0  ,30.02,-,-,AA,-
03012,20070417,0255,AO1 ,-,CLR                                          ,10SM   ,-,30,30,30,100 , 3   ,050,-,0  ,30.02,-,-,AA,-
03012,20070417,0355,AO1 ,-,CLR                                          ,10SM   ,-,28,27,28,96  , 6   ,050,-,0  ,30.02,-,-,AA,-
03012,20070417,0455,AO1 ,-,CLR                                          ,10SM   ,-,28,27,28,96  , 0   ,000,-,0  ,30.02,4,-,AA,-
03012,20070417,0555,AO1 ,-,BKN070                                       ,10SM   ,-,28,25,27,89  , 4   ,180,-,0  ,30.03,-,-,AA,-
03012,20070417,0655,AO1 ,-,CLR                                          ,10SM   ,-,34,30,32,85  , 3   ,110,-,0  ,30.05,-,-,AA,-
03012,20070417,0755,AO1 ,-,FEW007                                       ,10SM   ,-,37,34,36,89  , 5   ,130,-,0  ,30.04,-,-,AA,-
03012,20070417,0855,AO1 ,-,CLR                                          ,10SM   ,-,45,34,39,65  , 0   ,000,-,0  ,30.04,-,-,AA,-
03012,20070417,0955,AO1 ,-,CLR                                          ,10SM   ,-,50,30,41,46  , 11  ,360,G,16 ,30.06,-,-,AA,-
03012,20070417,1055,AO1 ,-,SCT047 SCT060                                ,10SM   ,-,52,28,43,40  , 8   ,330,G,15 ,30.05,2,-,AA,-
03012,20070417,1155,AO1 ,-,FEW049                                       ,10SM   ,-,55,28,43,36  , 14  ,020,G,19 ,30.04,-,-,AA,-
03012,20070417,1255,AO1 ,-,FEW055                                       ,10SM   ,-,57,27,45,32  , 10  ,360,G,16 ,30.03,-,-,AA,-
03012,20070417,1355,AO1 ,-,CLR                                          ,10SM   ,-,57,25,45,29  , 7   ,340,G,14 ,30.02,-,-,AA,-
03012,20070417,1455,AO1 ,-,SCT075                                       ,10SM   ,-,59,27,45,29  , 12  ,010,G,17 ,30.02,-,-,AA,-
03012,20070417,1555,AO1 ,-,BKN075                                       ,10SM   ,-,61,28,46,29  , 9   ,300,G,15 ,30.01,-,-,AA,-
03012,20070417,1655,AO1 ,-,FEW075                                       ,10SM   ,-,55,25,43,31  , 6   ,350,-,0  ,30.02,4,-,AA,-
03012,20070417,1755,AO1 ,-,FEW070 SCT085                                ,10SM   ,-,55,27,43,34  , 6   ,280,-,0  ,30.04,-,-,AA,-
03012,20070417,1855,AO1 ,-,FEW070                                       ,10SM   ,-,48,27,39,44  , 5   ,270,-,0  ,30.04,-,-,AA,-
03012,20070417,1955,AO1 ,-,SCT070                                       ,10SM   ,-,48,27,39,44  , 5   ,340,-,0  ,30.06,-,-,AA,-
03012,20070417,2055,AO1 ,-,BKN085                                       ,10SM   ,-,43,27,37,53  , 0   ,000,-,0  ,30.09,-,-,AA,-
03012,20070417,2155,AO1 ,-,CLR                                          ,10SM   ,-,45,27,37,49  , 5   ,160,-,0  ,30.10,-,-,AA,-
03012,20070417,2255,AO1 ,-,CLR                                          ,10SM   ,-,39,27,34,62  , 3   ,190,-,0  ,30.10,2,-,AA,-
03012,20070417,2355,AO1 ,-,FEW075                                       ,10SM   ,-,37,28,34,70  , 9   ,090,-,0  ,30.10,-,-,AA,-
03012,20070418,0055,AO1 ,-,CLR                                          ,10SM   ,-,36,27,34,70  , 7   ,110,-,0  ,30.09,-,-,AA,-
03012,20070418,0155,AO1 ,-,CLR                                          ,10SM   ,-,36,27,34,70  , 7   ,080,-,0  ,30.06,-,-,AA,-
03012,20070418,0255,AO1 ,-,CLR                                          ,10SM   ,-,32,25,28,75  , 5   ,350,-,0  ,30.05,-,-,AA,-
03012,20070418,0355,AO1 ,-,CLR                                          ,10SM   ,-,32,27,30,82  , 4   ,060,-,0  ,30.06,-,-,AA,-
03012,20070418,0455,AO1 ,-,CLR                                          ,10SM   ,-,28,23,27,82  , 0   ,000,-,0  ,30.07,2,-,AA,-
03012,20070418,0555,AO1 ,-,CLR                                          ,10SM   ,-,28,23,27,82  , 3   ,330,-,0  ,30.06,-,-,AA,-
03012,20070418,0655,AO1 ,-,CLR                                          ,10SM   ,-,37,28,34,70  , 3   ,360,-,0  ,30.06,-,-,AA,-
03012,20070418,0755,AO1 ,-,CLR                                          ,10SM   ,-,46,30,39,54  , 0   ,000,-,0  ,30.07,-,-,AA,-
03012,20070418,0855,AO1 ,-,CLR                                          ,10SM   ,-,52,28,43,40  , 5   ,220,-,0  ,30.06,-,-,AA,-
03012,20070418,0955,AO1 ,-,CLR                                          ,10SM   ,-,55,28,43,36  , 9   ,220,-,0  ,30.05,-,-,AA,-
03012,20070418,1055,AO1 ,-,CLR                                          ,10SM   ,-,59,28,45,31  , 11  ,260,G,16 ,30.02,7,-,AA,-
03012,20070418,1155,AO1 ,-,CLR                                          ,10SM   ,-,61,27,46,27  , 15  ,250,G,21 ,29.98,-,-,AA,-
03012,20070418,1255,AO1 ,-,FEW075                                       ,10SM   ,-,63,25,46,24  , 19  ,220,G,24 ,29.94,-,-,AA,-
03012,20070418,1355,AO1 ,-,CLR                                          ,10SM   ,-,64,21,46,19  , 16  ,210,G,21 ,29.92,-,-,AA,-
03012,20070418,1455,AO1 ,-,CLR                                          ,10SM   ,-,64,21,46,19  , 7   ,260,G,23 ,29.88,-,-,AA,-
03012,20070418,1555,AO1 ,-,SCT100                                       ,10SM   ,-,63,19,45,18  , 15  ,220,G,19 ,29.85,-,-,AA,-
03012,20070418,1655,AO1 ,-,CLR                                          ,10SM   ,-,63,21,45,20  , 14  ,220,G,21 ,29.82,7,-,AA,-
03012,20070418,1755,AO1 ,-,BKN110                                       ,10SM   ,-,61,21,45,21  , 14  ,230,-,0  ,29.81,-,-,AA,-
03012,20070418,1855,AO1 ,-,FEW110                                       ,10SM   ,-,57,21,43,25  , 14  ,200,G,23 ,29.79,-,-,AA,-
03012,20070418,1955,AO1 ,-,SCT110                                       ,10SM   ,-,57,19,43,23  , 14  ,190,-,0  ,29.78,-,-,AA,-
03012,20070418,2055,AO1 ,-,SCT110                                       ,10SM   ,-,55,19,41,24  , 8   ,260,-,0  ,29.81,-,-,AA,-
03012,20070418,2155,AO1 ,-,SCT110                                       ,10SM   ,-,54,18,39,24  , 11  ,250,G,14 ,29.83,-,-,AA,-
03012,20070418,2255,AO1 ,-,FEW110                                       ,10SM   ,-,48,16,36,28  , 7   ,270,-,0  ,29.83,2,-,AA,-
03012,20070418,2355,AO1 ,-,FEW100                                       ,10SM   ,-,52,18,39,26  , 14  ,260,G,20 ,29.86,-,-,AA,-
03012,20070419,0055,AO1 ,-,CLR                                          ,10SM   ,-,48,14,36,25  , 14  ,260,G,22 ,29.86,-,-,AA,-
03012,20070419,0155,AO1 ,-,CLR                                          ,10SM   ,-,48,9,36,20  , 20  ,260,G,26 ,29.84,-,-,AA,-
03012,20070419,0255,AO1 ,-,CLR                                          ,10SM   ,-,43,9,32,25  , 18  ,270,G,27 ,29.84,-,-,AA,-
03012,20070419,0355,AO1 ,-,CLR                                          ,10SM   ,-,37,3,27,24  , 12  ,280,G,21 ,29.88,-,-,AA,-
03012,20070419,0455,AO1 ,-,CLR                                          ,10SM   ,-,36,5,27,27  , 3   ,080,-,0  ,29.94,2,-,AA,-
03012,20070419,0555,AO1 ,-,CLR                                          ,10SM   ,-,32,3,25,29  , 5   ,210,-,0  ,29.97,-,-,AA,-
03012,20070419,0655,AO1 ,-,CLR                                          ,10SM   ,-,37,5,28,26  , 4   ,200,-,0  ,30.00,-,-,AA,-
03012,20070419,0755,AO1 ,-,CLR                                          ,10SM   ,-,41,7,30,24  , 5   ,140,-,0  ,29.99,-,-,AA,-
03012,20070419,0855,AO1 ,-,CLR                                          ,10SM   ,-,46,7,34,20  , 13  ,240,-,0  ,29.99,-,-,AA,-
03012,20070419,0955,AO1 ,-,CLR                                          ,10SM   ,-,48,3,34,15  , 5   ,280,-,0  ,29.98,-,-,AA,-
03012,20070419,1055,AO1 ,-,CLR                                          ,10SM   ,-,52,5,37,15  , 8   ,240,G,17 ,29.96,7,-,AA,-
03012,20070419,1155,AO1 ,-,CLR                                          ,10SM   ,-,54,5,37,14  , 10  ,230,G,16 ,29.94,-,-,AA,-
03012,20070419,1255,AO1 ,-,CLR                                          ,10SM   ,-,55,7,37,14  , 5   ,170,-,0  ,29.93,-,-,AA,-
03012,20070419,1355,AO1 ,-,CLR                                          ,10SM   ,-,57,7,39,13  , 14  ,250,G,21 ,29.92,-,-,AA,-
03012,20070419,1455,AO1 ,-,CLR                                          ,10SM   ,-,61,7,43,11  , 16  ,230,G,22 ,29.91,-,-,AA,-
03012,20070419,1555,AO1 ,-,CLR                                          ,10SM   ,-,59,5,39,11  , 11  ,240,-,0  ,29.91,-,-,AA,-
03012,20070419,1655,AO1 ,-,CLR                                          ,10SM   ,-,59,3,39,10  , 16  ,270,-,0  ,29.93,2,-,AA,-
03012,20070419,1755,AO1 ,-,CLR                                          ,10SM   ,-,55,1,37,11  , 8   ,280,-,0  ,29.95,-,-,AA,-
03012,20070419,1855,AO1 ,-,CLR                                          ,10SM   ,-,52,0,36,12  , 0   ,000,-,0  ,29.96,-,-,AA,-
03012,20070419,1955,AO1 ,-,CLR                                          ,10SM   ,-,39,1,28,20  , 6   ,030,-,0  ,29.97,-,-,AA,-
03012,20070419,2055,AO1 ,-,CLR                                          ,10SM   ,-,37,7,28,28  , 9   ,100,-,0  ,29.99,-,-,AA,-
03012,20070419,2155,AO1 ,-,CLR                                          ,10SM   ,-,34,5,27,29  , 5   ,090,-,0  ,29.99,-,-,AA,-
03012,20070419,2255,AO1 ,-,CLR                                          ,10SM   ,-,32,5,25,32  , 7   ,010,-,0  ,29.98,2,-,AA,-
03012,20070419,2355,AO1 ,-,CLR                                          ,10SM   ,-,30,1,23,29  , 7   ,360,-,0  ,29.99,-,-,AA,-
03012,20070420,0055,AO1 ,-,CLR                                          ,10SM   ,-,30,5,23,34  , 7   ,020,-,0  ,29.98,-,-,AA,-
03012,20070420,0155,AO1 ,-,CLR                                          ,10SM   ,-,28,7,21,41  , 7   ,010,-,0  ,29.98,-,-,AA,-
03012,20070420,0255,AO1 ,-,CLR                                          ,10SM   ,-,28,7,21,41  , 5   ,020,-,0  ,29.99,-,-,AA,-
03012,20070420,0355,AO1 ,-,CLR                                          ,10SM   ,-,27,7,21,43  , 5   ,010,-,0  ,30.01,-,-,AA,-
03012,20070420,0435,AO1 ,-,CLR                                          ,10SM   ,-,25,7,19,46  , 5   ,020,-,0  ,30.01,-,-,AA,-
03012,20070420,0555,AO1 ,-,CLR                                          ,10SM   ,-,21,7,18,55  , 7   ,360,-,0  ,30.01,-,-,AA,-
03012,20070420,0655,AO1 ,-,CLR                                          ,10SM   ,-,37,12,28,36  , 5   ,360,-,0  ,30.02,-,-,AA,-
03012,20070420,0755,AO1 ,-,CLR                                          ,10SM   ,-,46,16,36,30  , 0   ,000,-,0  ,30.02,-,-,AA,-
03012,20070420,0855,AO1 ,-,CLR                                          ,10SM   ,-,54,16,39,22  , 7   ,230,-,0  ,30.02,-,-,AA,-
03012,20070420,0955,AO1 ,-,CLR                                          ,10SM   ,-,57,14,41,18  , 12  ,220,G,18 ,30.02,-,-,AA,-
03012,20070420,1055,AO1 ,-,CLR                                          ,10SM   ,-,61,12,43,14  , 15  ,200,G,21 ,30.01,7,-,AA,-
03012,20070420,1155,AO1 ,-,CLR                                          ,10SM   ,-,63,12,45,13  , 11  ,220,G,20 ,29.99,-,-,AA,-
03012,20070420,1255,AO1 ,-,CLR                                          ,10SM   ,-,63,10,43,12  , 20  ,220,G,27 ,29.97,-,-,AA,-
03012,20070420,1355,AO1 ,-,CLR                                          ,10SM   ,-,64,9,45,11  , 20  ,210,G,29 ,29.96,-,-,AA,-
03012,20070420,1455,AO1 ,-,CLR                                          ,10SM   ,-,64,9,45,11  , 22  ,210,G,32 ,29.95,-,-,AA,-
03012,20070420,1555,AO1 ,-,CLR                                          ,10SM   ,-,64,9,45,11  , 14  ,220,G,27 ,29.93,-,-,AA,-
03012,20070420,1655,AO1 ,-,CLR                                          ,10SM   ,-,61,10,43,13  , 17  ,220,G,22 ,29.92,7,-,AA,-
03012,20070420,1755,AO1 ,-,CLR                                          ,10SM   ,-,61,10,43,13  , 16  ,210,G,20 ,29.92,-,-,AA,-
03012,20070420,1855,AO1 ,-,CLR                                          ,10SM   ,-,55,9,39,16  , 8   ,200,-,0  ,29.92,-,-,AA,-
03012,20070420,1955,AO1 ,-,CLR                                          ,10SM   ,-,55,16,39,21  , 9   ,170,G,16 ,29.94,-,-,AA,-
03012,20070420,2055,AO1 ,-,CLR                                          ,10SM   ,-,52,16,39,24  , 8   ,140,-,0  ,29.94,-,-,AA,-
03012,20070420,2155,AO1 ,-,CLR                                          ,10SM   ,-,52,12,37,20  , 7   ,170,-,0  ,29.95,-,-,AA,-
03012,20070420,2255,AO1 ,-,CLR                                          ,10SM   ,-,52,10,37,18  , 7   ,160,-,0  ,29.95,2,-,AA,-
03012,20070420,2355,AO1 ,-,CLR                                          ,10SM   ,-,46,12,34,25  , 6   ,120,-,0  ,29.95,-,-,AA,-
03012,20070421,0055,AO1 ,-,CLR                                          ,10SM   ,-,46,12,34,25  , 7   ,120,-,0  ,29.94,-,-,AA,-
03012,20070421,0155,AO1 ,-,CLR                                          ,10SM   ,-,45,12,34,26  , 8   ,110,-,0  ,29.92,-,-,AA,-
03012,20070421,0255,AO1 ,-,CLR                                          ,10SM   ,-,43,12,34,28  , 6   ,120,-,0  ,29.93,-,-,AA,-
03012,20070421,0355,AO1 ,-,CLR                                          ,10SM   ,-,43,12,34,28  , 5   ,140,-,0  ,29.92,-,-,AA,-
03012,20070421,0455,AO1 ,-,CLR                                          ,10SM   ,-,41,16,32,36  , 5   ,140,-,0  ,29.90,7,-,AA,-
03012,20070421,0555,AO1 ,-,CLR                                          ,10SM   ,-,41,16,32,36  , 5   ,140,-,0  ,29.90,-,-,AA,-
03012,20070421,0655,AO1 ,-,CLR                                          ,10SM   ,-,50,19,37,29  , 0   ,000,-,0  ,29.90,-,-,AA,-
03012,20070421,0755,AO1 ,-,CLR                                          ,10SM   ,-,52,18,39,26  , 0   ,000,-,0  ,29.89,-,-,AA,-
03012,20070421,0855,AO1 ,-,CLR                                          ,10SM   ,-,55,18,41,23  , 9   ,250,-,0  ,29.88,-,-,AA,-
03012,20070421,0955,AO1 ,-,FEW110                                       ,10SM   ,-,55,12,39,18  , 16  ,220,G,26 ,29.88,-,-,AA,-
03012,20070421,1055,AO1 ,-,CLR                                          ,10SM   ,-,55,14,39,20  , 18  ,210,G,30 ,29.87,7,-,AA,-
03012,20070421,1155,AO1 ,-,BKN095                                       ,10SM   ,-,55,16,39,21  , 27  ,200,G,31 ,29.84,-,-,AA,-
03012,20070421,1255,AO1 ,-,CLR                                          ,10SM   ,-,50,27,39,41  , 20  ,200,G,26 ,29.89,-,-,AA,-
03012,20070421,1355,AO1 ,-,SCT035 BKN044                                ,10SM   ,-,46,27,37,48  , 10  ,230,G,22 ,29.91,-,-,AA,-
03012,20070421,1455,AO1 ,-,BKN034 BKN041                                ,10SM   ,-,45,28,37,51  , 4   ,140,-,0  ,29.89,-,-,AA,-
03012,20070421,1555,AO1 ,-,FEW009 BKN014 OVC026                         ,5SM    ,-,37,34,36,89  , 5   ,300,G,16 ,29.91,-,-,AA,.02
03012,20070421,1655,AO1 ,-,BKN016 BKN022 OVC029                         ,10SM   ,VCTS                ,39,36,37,89  , 7   ,130,-,0  ,29.90,7,-,AA,-
03012,20070421,1715,AO1 ,-,SCT012 BKN017 OVC029                         ,6SM    ,-,39,34,37,82  , 0   ,000,-,0  ,29.90,-,-,AA,-
03012,20070421,1855,AO1 ,-,FEW070                                       ,10SM   ,-,37,34,36,89  , 0   ,000,-,0  ,29.87,-,-,AA,-
03012,20070421,1955,AO1 ,-,FEW080                                       ,10SM   ,-,34,28,32,79  , 5   ,230,-,0  ,29.88,7,-,AA,-
03012,20070421,2055,AO1 ,-,BKN065 BKN075                                ,10SM   ,-,34,28,32,79  , 7   ,240,-,0  ,29.90,-,-,AA,-
03012,20070421,2155,AO1 ,-,OVC065                                       ,10SM   ,-,36,30,34,79  , 5   ,230,-,0  ,29.95,-,-,AA,-
03012,20070421,2255,AO1 ,-,CLR                                          ,10SM   ,-,34,28,32,79  , 7   ,240,-,0  ,29.96,2,-,AA,-
03012,20070421,2355,AO1 ,-,CLR                                          ,10SM   ,-,30,27,28,89  , 4   ,260,-,0  ,29.96,-,-,AA,-
03012,20070422,0055,AO1 ,-,CLR                                          ,10SM   ,-,27,25,27,92  , 4   ,110,-,0  ,29.98,-,-,AA,-
03012,20070422,0155,AO1 ,-,CLR                                          ,10SM   ,-,30,25,28,82  , 7   ,120,-,0  ,30.01,-,-,AA,-
03012,20070422,0255,AO1 ,-,CLR                                          ,10SM   ,-,28,25,27,89  , 5   ,060,-,0  ,30.02,-,-,AA,-
03012,20070422,0355,AO1 ,-,CLR                                          ,10SM   ,-,25,19,23,78  , 0   ,000,-,0  ,30.03,-,-,AA,-
03012,20070422,0455,AO1 ,-,CLR                                          ,10SM   ,-,25,19,23,78  , 4   ,360,-,0  ,30.03,2,-,AA,-
03012,20070422,0555,AO1 ,-,CLR                                          ,10SM   ,-,25,21,25,85  , 4   ,360,-,0  ,30.04,-,-,AA,-
03012,20070422,0655,AO1 ,-,CLR                                          ,10SM   ,-,34,27,30,76  , 0   ,000,-,0  ,30.05,-,-,AA,-
03012,20070422,0755,AO1 ,-,CLR                                          ,10SM   ,-,39,28,36,65  , 0   ,000,-,0  ,30.07,-,-,AA,-
03012,20070422,0855,AO1 ,-,CLR                                          ,10SM   ,-,45,28,37,51  , 6   ,220,-,0  ,30.10,-,-,AA,-
03012,20070422,0955,AO1 ,-,CLR                                          ,10SM   ,-,48,27,39,44  , 7   ,110,-,0  ,30.10,-,-,AA,-
03012,20070422,1055,AO1 ,-,CLR                                          ,10SM   ,-,52,25,41,35  , 7   ,160,-,0  ,30.08,2,-,AA,-
03012,20070422,1155,AO1 ,-,CLR                                          ,10SM   ,-,54,23,41,30  , 4   ,290,-,0  ,30.04,-,-,AA,-
03012,20070422,1255,AO1 ,-,CLR                                          ,10SM   ,-,59,21,43,23  , 0   ,000,-,0  ,30.02,-,-,AA,-
03012,20070422,1355,AO1 ,-,CLR                                          ,10SM   ,-,61,16,43,17  , 14  ,230,G,20 ,30.01,-,-,AA,-
03012,20070422,1455,AO1 ,-,CLR                                          ,10SM   ,-,59,18,43,20  , 15  ,240,-,0  ,29.99,-,-,AA,-
03012,20070422,1555,AO1 ,-,CLR                                          ,10SM   ,-,57,19,43,23  , 5   ,240,-,0  ,29.97,-,-,AA,-
03012,20070422,1655,AO1 ,-,CLR                                          ,10SM   ,-,59,18,43,20  , 11  ,220,G,16 ,29.99,7,-,AA,-
03012,20070422,1755,AO1 ,-,CLR                                          ,10SM   ,-,55,16,39,21  , 9   ,220,-,0  ,30.00,-,-,AA,-
03012,20070422,1855,AO1 ,-,CLR                                          ,10SM   ,-,52,18,39,26  , 9   ,210,G,16 ,30.00,-,-,AA,-
03012,20070422,1955,AO1 ,-,CLR                                          ,10SM   ,-,50,18,37,28  , 10  ,210,-,0  ,30.01,-,-,AA,-
03012,20070422,2055,AO1 ,-,SCT100                                       ,10SM   ,-,46,18,36,33  , 5   ,140,-,0  ,30.03,-,-,AA,-
03012,20070422,2155,AO1 ,-,FEW100                                       ,10SM   ,-,43,19,34,38  , 6   ,070,-,0  ,30.02,-,-,AA,-
03012,20070422,2255,AO1 ,-,CLR                                          ,10SM   ,-,43,18,34,37  , 6   ,110,-,0  ,30.01,4,-,AA,-
03012,20070422,2355,AO1 ,-,CLR                                          ,10SM   ,-,37,18,30,46  , 0   ,000,-,0  ,30.03,-,-,AA,-
03012,20070423,0055,AO1 ,-,CLR                                          ,10SM   ,-,37,19,30,48  , 0   ,000,-,0  ,30.03,-,-,AA,-
03012,20070423,0155,AO1 ,-,CLR                                          ,10SM   ,-,41,18,34,40  , 0   ,000,-,0  ,30.03,-,-,AA,-
03012,20070423,0255,AO1 ,-,FEW080 SCT110                                ,10SM   ,-,39,18,32,43  , 0   ,000,-,0  ,30.04,-,-,AA,-
03012,20070423,0355,AO1 ,-,CLR                                          ,10SM   ,-,43,18,34,37  , 0   ,000,-,0  ,30.03,-,-,AA,-
03012,20070423,0455,AO1 ,-,CLR                                          ,10SM   ,-,30,16,27,56  , 0   ,000,-,0  ,30.03,4,-,AA,-
03012,20070423,0555,AO1 ,-,CLR                                          ,10SM   ,-,34,19,28,54  , 4   ,080,-,0  ,30.03,-,-,AA,-
03012,20070423,0655,AO1 ,-,CLR                                          ,10SM   ,-,46,21,37,37  , 0   ,000,-,0  ,30.03,-,-,AA,-
03012,20070423,0755,AO1 ,-,CLR                                          ,10SM   ,-,52,18,39,26  , 0   ,000,-,0  ,30.03,-,-,AA,-
03012,20070423,0855,AO1 ,-,FEW090                                       ,10SM   ,-,54,18,39,24  , 10  ,220,-,0  ,30.02,-,-,AA,-
03012,20070423,0955,AO1 ,-,FEW090                                       ,10SM   ,-,57,18,43,22  , 15  ,210,G,22 ,30.00,-,-,AA,-
03012,20070423,1055,AO1 ,-,CLR                                          ,10SM   ,-,59,18,43,20  , 16  ,200,G,20 ,29.99,7,-,AA,-
03012,20070423,1155,AO1 ,-,SCT100                                       ,10SM   ,-,63,19,45,18  , 17  ,240,G,27 ,29.95,-,-,AA,-
03012,20070423,1255,AO1 ,-,CLR                                          ,10SM   ,-,63,19,45,18  , 16  ,210,G,27 ,29.93,-,-,AA,-
03012,20070423,1355,AO1 ,-,CLR                                          ,10SM   ,-,64,19,45,18  , 23  ,240,G,29 ,29.89,-,-,AA,-
03012,20070423,1455,AO1 ,-,FEW100                                       ,10SM   ,-,64,18,45,17  , 15  ,200,G,21 ,29.87,-,-,AA,-
03012,20070423,1555,AO1 ,-,FEW090                                       ,10SM   ,-,61,18,45,19  , 27  ,240,G,36 ,29.85,-,-,AA,-
03012,20070423,1655,AO1 ,-,FEW100                                       ,10SM   ,-,61,16,43,17  , 22  ,230,G,31 ,29.84,7,-,AA,-
03012,20070423,1755,AO1 ,-,FEW070 FEW080 SCT090                         ,10SM   ,-,57,18,43,22  , 16  ,270,G,20 ,29.86,-,-,AA,-
03012,20070423,1855,AO1 ,-,FEW037 FEW048 SCT050                         ,10SM   ,-,48,27,39,44  , 13  ,260,G,20 ,29.91,-,-,AA,-
03012,20070423,1955,AO1 ,-,FEW037 SCT046 BKN055                         ,10SM   ,-,46,28,39,50  , 8   ,220,-,0  ,29.95,-,-,AA,-
03012,20070423,2055,AO1 ,-,FEW020 SCT034 BKN065                         ,10SM   ,-,43,34,39,71  , 11  ,210,-,0  ,29.98,-,-,AA,-
03012,20070423,2155,AO1 ,-,BKN019 OVC025                                ,10SM   ,-,39,36,37,89  , 9   ,270,-,0  ,29.98,-,-,AA,-
03012,20070423,2255,AO1 ,-,FEW008 BKN013 OVC021                         ,10SM   ,-,36,34,36,92  , 8   ,230,-,0  ,29.99,2,-,AA,-
03012,20070423,2355,AO1 ,-,FEW014 SCT019 BKN028                         ,10SM   ,-,34,34,34,100 , 7   ,100,-,0  ,29.99,-,-,AA,.03
03012,20070424,0055,AO1 ,-,FEW008 FEW015 SCT035                         ,10SM   ,-,34,32,34,92  , 10  ,080,-,0  ,29.91,-,-,AA,-
03012,20070424,0155,AO1 ,-,FEW013 BKN023 OVC050                         ,10SM   ,-,34,30,32,85  , 5   ,190,-,0  ,29.88,7,-,AA,-
03012,20070424,0255,AO1 ,-,OVC002                                       ,3/4SM  ,-,32,30,30,92  , 11  ,210,-,0  ,29.89,-,-,AA,-
03012,20070424,0355,AO1 ,-,BKN003 BKN010 OVC033                         ,10SM   ,-,32,28,30,85  , 12  ,210,-,0  ,29.88,-,-,AA,-
